name,type,domain,stripe_customer_id,stripe_subscription_id,purchased_capacity,orgs_purchased,orgs_count,prompts_count,prompt_limit,credits_usage,credits_capacity,orgs_count_hf,subscription_id,mrr,arr,discount_count,currency,interval,baseline_credits_needed,effective_discount_pct,new_plan,plan_credits,plan_price,credit_price,purchased_credits,extra_credits_granted,extra_credits_granted_10,discount_amount,discount_pct,total_available_credits
3P.agency,AGENCY,3p.agency,cus_T7xehvz8aqOOm6,sub_1SBhkxKojVEYZPlXCRSVmnMC,200.0,2.0,1.0,89.0,100.0,10680.0,12000.0,0.0,sub_1SEAq9KojVEYZPlXYJJNWbms,199,,0.0,eur,month,12000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Agorapulse,IN_HOUSE,agorapulse.com,cus_SoBTOu5Q5wIFza,sub_1RsZ6UKojVEYZPlXrBo4MPri,25.0,1.0,1.0,19.0,25.0,1710.0,2250.0,0.0,sub_1RsZ6UKojVEYZPlXrBo4MPri,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
younited,IN_HOUSE,younited.de,cus_SjWWYXMzetFYaQ,sub_1Ro3V7KojVEYZPlXCejBSZ8M,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1Ro3V7KojVEYZPlXCejBSZ8M,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Beyond Academy,IN_HOUSE,beyondacademy.com,cus_SxJBT9d7datWtf,sub_1S1OjZKojVEYZPlXs3z6U9tm,25.0,1.0,1.0,8.0,25.0,720.0,2250.0,0.0,sub_1S1OjZKojVEYZPlXs3z6U9tm,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Benjamin Twichell,AGENCY,benjaminkimotwichell.com,cus_SRqeZSV5Nok6Pu,sub_1RWwylKojVEYZPlXQ680qSNv,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1RWwylKojVEYZPlXQ680qSNv,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Noi Labs,AGENCY,noilabs.com,cus_SuMcUp2JK4poSt,sub_1S0iKoKojVEYZPlX5UpHfOnH,25.0,2.0,1.0,13.0,25.0,1170.0,2250.0,0.0,sub_1S0iKoKojVEYZPlX5UpHfOnH,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
apideck,IN_HOUSE,apideck.com,cus_S0J7SMNaOIp8D6,sub_1R6IVPKojVEYZPlXcxwsmPZ4,100.0,1.0,1.0,87.0,90.0,18270.0,18900.0,1.0,sub_1R6IVPKojVEYZPlXcxwsmPZ4,399,,0.0,eur,month,18900.0,0,pro,14925,199,0.013333333333333334,3975.0,0.0,0.0,0.0,0.0,18900
VOR Shoes,IN_HOUSE,vor.shoes,cus_Sdo89ISLBkY9Y1,sub_1RiWWjKojVEYZPlXm66LPLml,25.0,1.0,1.0,22.0,25.0,1980.0,2250.0,0.0,sub_1RiWWjKojVEYZPlXm66LPLml,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Orchid,IN_HOUSE,orchidhealth.com,cus_Sc3hwZITN0lC8t,sub_1RieVnKojVEYZPlXDK8859Kj,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RieVnKojVEYZPlXDK8859Kj,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
SYNQ,IN_HOUSE,synq.io,cus_ScMjjeCAKqJfn2,sub_1RxNf2KojVEYZPlXXCL5PGrF,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1RxNf2KojVEYZPlXXCL5PGrF,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
GAIN,AGENCY,thisisgain.com,cus_T9kL37rAtYaLqD,sub_1SDQrLKojVEYZPlXP5y0z0uq,175.0,7.0,3.0,63.0,175.0,5670.0,15750.0,0.0,sub_1SDQrLKojVEYZPlXP5y0z0uq,499,,0.0,eur,month,15750.0,0,scale,37425,499,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,37425
Dunham Law,IN_HOUSE,dunhamlaw.com,cus_RvPwpLrZKABeov,sub_1R1Z6cKojVEYZPlX5tnW4mgh,,,2.0,156.0,190.0,28080.0,34200.0,2.0,sub_1R1Z6cKojVEYZPlX5tnW4mgh,610,,0.0,eur,month,34200.0,0,enterprise,49900,499,0.01,0.0,0.0,0.0,0.0,0.0,49900
Trade Stays,IN_HOUSE,tradestays.co.uk,cus_T6ehC8cBNq8Dlq,sub_1SARQcKojVEYZPlXjT85fzhw,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SARQcKojVEYZPlXjT85fzhw,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Heldenmood,AGENCY,heldenmood.de,cus_T9jvDugrs1fRHi,sub_1SDQTWKojVEYZPlXpruIEdHe,125.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SDQTWKojVEYZPlXpruIEdHe,199,,0.0,eur,month,2250.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Fight or Flight,AGENCY,fightorflight.com,cus_SoPziaBxesja8f,sub_1Rsn9WKojVEYZPlXXfrytZX6,50.0,5.0,7.0,231.0,350.0,20790.0,31500.0,0.0,sub_1Rsn9WKojVEYZPlXXfrytZX6,498,,0.0,eur,month,31500.0,0,growth,12935,199,0.015384615384615385,18565.0,0.0,0.0,0.0,0.0,31500
Uxopian Software,IN_HOUSE,uxopian.com,cus_T3o3yuq1Zvd5oX,sub_1S7gTcKojVEYZPlXcS2RffdQ,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1S7gTcKojVEYZPlXcS2RffdQ,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Coffee Circle,IN_HOUSE,coffeecircle.com,cus_SIvF0hkYnjHZjU,sub_1ROJPtKojVEYZPlXOYeU8G0F,25.0,1.0,1.0,11.0,25.0,1650.0,3750.0,0.0,sub_1ROJPtKojVEYZPlXOYeU8G0F,128,,0.0,eur,month,3750.0,0,starter,3560,89,0.025,190.0,0.0,0.0,0.0,0.0,3750
Partnerize,IN_HOUSE,partnerize.com,cus_SkfuzvbTNROlxE,sub_1RpAa9KojVEYZPlX3HFm3drT,100.0,1.0,1.0,36.0,100.0,3240.0,9000.0,0.0,sub_1RpAa9KojVEYZPlX3HFm3drT,199,,0.0,usd,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
BuildBetter,IN_HOUSE,buildbetter.ai,cus_S1mGDGq8Ah3T5I,sub_1R7ihwKojVEYZPlXAe0jTEkF,30.0,1.0,1.0,29.0,30.0,2610.0,2700.0,1.0,sub_1R7ihwKojVEYZPlXAe0jTEkF,120,,0.0,eur,month,2700.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Qida,IN_HOUSE,qida.es,cus_Sm4XaisQNc3bnK,sub_1SCeHTKojVEYZPlX7uTtiPHF,25.0,1.0,1.0,24.0,25.0,2160.0,2250.0,0.0,sub_1SCeHTKojVEYZPlX7uTtiPHF,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Evergreen Media,AGENCY,evergreen.media,cus_SbXhMERrWnY7g9,sub_1RgKgnKojVEYZPlXhNVuSMfD,100.0,15.0,10.0,609.0,950.0,54810.0,85500.0,0.0,sub_1RgKgnKojVEYZPlXhNVuSMfD,1500,,0.0,eur,month,85500.0,0,scale,37425,499,0.013333333333333334,48075.0,0.0,0.0,0.0,0.0,85500
Takeoff,AGENCY,takeoffnyc.com,cus_SYerDD8CSvA3FH,sub_1RdXXiKojVEYZPlXg9ypdvcG,25.0,3.0,3.0,54.0,75.0,4860.0,6750.0,0.0,sub_1RdXXiKojVEYZPlXg9ypdvcG,267,,0.0,usd,month,6750.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Ada Ventures,IN_HOUSE,adaventures.com,cus_S4GTGxnPLvNQXL,sub_1RA7wEKojVEYZPlX9hvx2g6Q,30.0,1.0,1.0,2.0,30.0,180.0,2700.0,1.0,sub_1RA7wEKojVEYZPlX9hvx2g6Q,120,,0.0,eur,month,2700.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
AKAD Bildungsgesellschaft mbH,IN_HOUSE,akad.de,cus_Rr6wUVkUBGgKhu,sub_1QxOinKojVEYZPlXUC8hkH1J,100.0,1.0,1.0,125.0,125.0,15000.0,15000.0,1.0,sub_1QxOinKojVEYZPlXUC8hkH1J,199,,1.0,eur,month,15000.0,0,pro,14925,199,0.013333333333333334,0.0,75.0,82.5,0.0,0.0,15000
clockin,IN_HOUSE,clockin.de,cus_SyWffE6DAZKjZf,sub_1S2ZdQKojVEYZPlXWFr4tQ8O,100.0,1.0,1.0,43.0,100.0,3870.0,9000.0,0.0,sub_1S2ZdQKojVEYZPlXWFr4tQ8O,130,,0.0,eur,month,9000.0,0,starter,3560,89,0.025,1640.0,3800.0,4180.0,0.0,0.0,9000
Hurricane,AGENCY,hurricane media.co.uk,cus_Szdcg1pj5eoruu,sub_1S3eNNKojVEYZPlXLDJKNPjW,100.0,1.0,2.0,32.0,125.0,2880.0,11250.0,0.0,sub_1S3eNNKojVEYZPlXLDJKNPjW,199,,0.0,eur,month,11250.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Momentum,IN_HOUSE,momentum.io,cus_SCG4FEaU1Go6nM,sub_1RHrYUKojVEYZPlXXg1STiwL,300.0,1.0,1.0,292.0,300.0,35040.0,36000.0,0.0,sub_1RHrYUKojVEYZPlXXg1STiwL,248,,0.0,eur,month,36000.0,0,pro,14925,199,0.013333333333333334,3674.9999999999995,17400.0,19140.0,0.0,0.0,36000
PREMIUM LEADS,AGENCY,premiumleads.com,cus_T6dkFmAgl3JksN,sub_1SAQYDKojVEYZPlX5rDQo6TK,20.0,5.0,2.0,28.0,40.0,2520.0,3600.0,0.0,sub_1SAQYDKojVEYZPlX5rDQo6TK,199,,0.0,eur,month,3600.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
NewMail AI,IN_HOUSE,newmail.ai,cus_SbyPMJyiY924NN,sub_1RgkT2KojVEYZPlX39xqPMwY,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1RgkT2KojVEYZPlX39xqPMwY,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Naniza,AGENCY,naniza.io,cus_T6HclsgxIj9AdS,sub_1SA551KojVEYZPlXozTMBt8v,100.0,1.0,1.0,57.0,100.0,5130.0,9000.0,0.0,sub_1SA551KojVEYZPlXozTMBt8v,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
SpotDraft,IN_HOUSE,spotdraft.com,cus_T76PxjzTuz4Zb3,sub_1SCcvPKojVEYZPlXpvHAxeVR,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1SCcvPKojVEYZPlXpvHAxeVR,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Hiltzik Strategies,AGENCY,hstrategies.com,cus_T6PBu7IivbRAZa,sub_1SACNHKojVEYZPlXqhEW3fPK,20.0,5.0,4.0,48.0,80.0,4320.0,7200.0,0.0,sub_1SACNHKojVEYZPlXqhEW3fPK,199,,0.0,eur,month,7200.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
ZenCheck.ai,IN_HOUSE,zencheck.ai,cus_T6gWqwBWDlllMU,sub_1SATC7KojVEYZPlXXmcCRWq4,25.0,1.0,1.0,11.0,25.0,990.0,2250.0,0.0,sub_1SATC7KojVEYZPlXXmcCRWq4,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Five9,IN_HOUSE,five9.com,cus_SQX6u0xLqf9kbp,sub_1RWKO1KojVEYZPlXWrziA1Lj,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RWKO1KojVEYZPlXWrziA1Lj,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
sehkraft Augenzentrum,AGENCY,sehkraft.de,cus_SbxN6oLg19HVMR,sub_1RgjSlKojVEYZPlXscLm1iR5,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RgjSlKojVEYZPlXscLm1iR5,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Ad's up,AGENCY,ads-up.fr,cus_S5r5o8OBT78eJg,sub_1RBfNZKojVEYZPlXLK6hxV46,130.0,4.0,2.0,129.0,130.0,11610.0,11700.0,1.0,sub_1RBfNZKojVEYZPlXLK6hxV46,379,,0.0,eur,month,11700.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
ranq.io,AGENCY,ranq.io,cus_SwlXQMKz9ARvpd,sub_1S0s03KojVEYZPlXBjf7omba,25.0,1.0,1.0,15.0,25.0,1350.0,2250.0,0.0,sub_1S0s03KojVEYZPlXBjf7omba,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Plum,IN_HOUSE,withplum.com,cus_T4tNd7FCKvUydD,sub_1S8jawKojVEYZPlXqDpFkGn1,100.0,1.0,1.0,75.0,100.0,6750.0,9000.0,0.0,sub_1S8jawKojVEYZPlXqDpFkGn1,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
dianin,IN_HOUSE,dian.in,cus_T8zjPzK2cHRx3S,sub_1SGZZ8KojVEYZPlXEbOBmRb3,25.0,1.0,1.0,4.0,25.0,360.0,2250.0,0.0,sub_1SGZZ8KojVEYZPlXEbOBmRb3,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
FHNW,IN_HOUSE,fhnw.ch,cus_SdXY1HEZsShNhT,sub_1Rl23HKojVEYZPlXnZxg7TRR,100.0,1.0,1.0,97.0,100.0,8730.0,9000.0,0.0,sub_1Rl23HKojVEYZPlXnZxg7TRR,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Gelia,AGENCY,gelia.com,cus_SMIRjouKRyRvga,sub_1RRZqJKojVEYZPlXn2fqyXBT,25.0,3.0,3.0,52.0,75.0,4680.0,6750.0,0.0,sub_1RRZqJKojVEYZPlXn2fqyXBT,267,,0.0,usd,month,6750.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Binary Bear,AGENCY,binary-bear.com,cus_Sf23m84dQI1meT,sub_1Rji7eKojVEYZPlXjYKI4VT7,25.0,1.0,1.0,0.0,25.0,0.0,2250.0,0.0,sub_1Rji7eKojVEYZPlXjYKI4VT7,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Doctorsa,IN_HOUSE,doctorsa.com,cus_SeI3oA0LTksLq3,sub_1RizVjKojVEYZPlXLdy1sq0y,25.0,1.0,1.0,15.0,25.0,1350.0,2250.0,0.0,sub_1RizVjKojVEYZPlXLdy1sq0y,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Bleuet,IN_HOUSE,bleuetgirl.com,cus_SrB15eBTz5AiVO,sub_1RvSghKojVEYZPlXSyogrHf6,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RvSghKojVEYZPlXSyogrHf6,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Internetwarriors,AGENCY,internetwarriors.de,cus_Sm4M38gv25Hqtv,sub_1RqWFSKojVEYZPlXsmDlqvcr,30.0,8.0,11.0,130.0,130.0,19500.0,19500.0,0.0,sub_1RqWFSKojVEYZPlXsmDlqvcr,297,,0.0,eur,month,19500.0,0,growth,12935,199,0.015384615384615385,6371.299999999998,193.70000000000164,213.0700000000018,0.0,0.0,19500
Alkemy,AGENCY,alkemy.com,cus_TFkI1wlz77YHf3,sub_1SJEo4KojVEYZPlX5OK3mrI8,50.0,2.0,3.0,140.0,200.0,12600.0,18000.0,0.0,sub_1SJEo4KojVEYZPlX5OK3mrI8,199,,0.0,eur,month,18000.0,0,growth,12935,199,0.015384615384615385,0.0,5065.0,5571.5,0.0,0.0,18000
frank&dick,AGENCY,frankanddick.no,cus_Sp35cwglA67sJ6,sub_1S6RDIKojVEYZPlXW2exWg36,100.0,1.0,1.0,5.0,100.0,450.0,9000.0,0.0,sub_1S6RDIKojVEYZPlXW2exWg36,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
YPM,AGENCY,ypm.com,cus_SWAyGemwx1DoLn,sub_1Rb8ceKojVEYZPlXknpFzMHG,25.0,1.0,1.0,0.0,25.0,0.0,2250.0,0.0,sub_1Rb8ceKojVEYZPlXknpFzMHG,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
SportsDataIO,IN_HOUSE,sportsdata.io,cus_Shg35FPkWHVe8l,sub_1Rni4TKojVEYZPlXDlBpraGu,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1Rni4TKojVEYZPlXDlBpraGu,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Charlie Vestner,AGENCY,linkedin.com,cus_Sh0kcPI9jUkwwd,sub_1Rlck1KojVEYZPlXT9P84Csd,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1Rlck1KojVEYZPlXT9P84Csd,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
CFC CRM Consulting Ltd,AGENCY,cfcconsulting.co.uk,cus_SrSmtOl7vodiNO,sub_1SG6AdKojVEYZPlXKP8J6M3e,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SG6AdKojVEYZPlXKP8J6M3e,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Seybold,AGENCY,seybold.de,cus_SLa5bpjPNzhYxa,sub_1RQsvtKojVEYZPlXR4AXd1pc,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1RQsvtKojVEYZPlXR4AXd1pc,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
LEI Register,IN_HOUSE,leiregister.ee,cus_SEjjLEIiPUr2HG,sub_1RKGLOKojVEYZPlXqWBpDhUK,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RKGLOKojVEYZPlXqWBpDhUK,90,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
justETF,IN_HOUSE,justetf.com,cus_SzdDTvy5ctISj7,sub_1S7zKkKojVEYZPlXM0j6pgKS,100.0,1.0,1.0,59.0,100.0,5310.0,9000.0,0.0,sub_1S7zKkKojVEYZPlXM0j6pgKS,169,2029.0,0.0,eur,year,9000.0,0,pro,14925,1990,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,14925
Just Drive Media,AGENCY,justdrivemedia.com,cus_Su5qVXOvx0p2Xj,sub_1RyHfiKojVEYZPlXp9O6yQJd,125.0,2.0,2.0,14.0,125.0,1260.0,11250.0,0.0,sub_1RyHfiKojVEYZPlXp9O6yQJd,288,,0.0,eur,month,11250.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Besox,IN_HOUSE,besox.be,cus_Su2EOPtFAODOqu,sub_1RyYkdKojVEYZPlXRlXaaR2M,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RyYkdKojVEYZPlXRlXaaR2M,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Starfish,IN_HOUSE,starfishco.com,cus_SuLZaJDQJcRvSy,sub_1RyWw3KojVEYZPlXHZ9UE8tM,25.0,2.0,2.0,25.0,50.0,2250.0,4500.0,0.0,sub_1RyWw3KojVEYZPlXHZ9UE8tM,178,,0.0,usd,month,4500.0,0,starter,3560,89,0.025,940.0,0.0,0.0,0.0,0.0,4500
RH Blake,AGENCY,rhblake.com,cus_T5HSZ2mOb8p01q,sub_1S96v5KojVEYZPlXkIdRQKQu,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S96v5KojVEYZPlXkIdRQKQu,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Common Era Jewelry,IN_HOUSE,commonera.com,cus_SvJJ3WvWuX7C2T,sub_1RzSi6KojVEYZPlXqHfYUK8y,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RzSi6KojVEYZPlXqHfYUK8y,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Brevo,IN_HOUSE,brevo.com,cus_RtUHYtAVgh1Wma,sub_1RTIVQKojVEYZPlXiQ6Se3UF,25.0,1.0,1.0,40.0,100.0,3600.0,9000.0,1.0,sub_1RTIVQKojVEYZPlXiQ6Se3UF,89,,0.0,eur,month,9000.0,0,starter,3560,89,0.025,0.0,5440.0,5984.000000000001,0.0,0.0,9000
Compa,IN_HOUSE,compa.co,cus_SirZl3CK33Izq0,sub_1RxpaBKojVEYZPlXBzzMYIcS,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RxpaBKojVEYZPlXBzzMYIcS,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
SUBJCT,AGENCY,subjct.ai,cus_T90II1VhummswQ,sub_1SCiMWKojVEYZPlXQxYL04Vj,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1SCiMWKojVEYZPlXQxYL04Vj,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
7Learnings,IN_HOUSE,7learnings.com,cus_S5mSO5F9UjuSBK,sub_1RBat7KojVEYZPlXAtRar9Pi,30.0,1.0,1.0,30.0,30.0,2700.0,2700.0,1.0,sub_1RBat7KojVEYZPlXAtRar9Pi,120,,0.0,eur,month,2700.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
wknd,AGENCY,wknddigital.com,cus_T6WomuTmTs0kbn,sub_1SB31WKojVEYZPlXGTpNzQHz,100.0,1.0,1.0,5.0,100.0,450.0,9000.0,0.0,sub_1SB31WKojVEYZPlXGTpNzQHz,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Giupedi,AGENCY,giupedi.com,cus_SQTFpX3QkOKhno,sub_1RVcIlKojVEYZPlXQVs3fU96,25.0,1.0,1.0,8.0,25.0,720.0,2250.0,0.0,sub_1RVcIlKojVEYZPlXQVs3fU96,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Digital Growth Core inc.,AGENCY,digitalgrowthcore.com,cus_TAXoRMXNHInMvV,sub_1SEClTKojVEYZPlXzaNAgHHX,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SEClTKojVEYZPlXzaNAgHHX,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Coding Ninjas,IN_HOUSE,codingninjas.com,cus_SlkfmvXARW6sIJ,sub_1SGEkgKojVEYZPlXejhiUXbs,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SGEkgKojVEYZPlXejhiUXbs,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Ship4wd,IN_HOUSE,ship4wd.com,cus_SqbppFCd7POgPV,sub_1RuubWKojVEYZPlX9bUa3hDK,100.0,1.0,1.0,100.0,100.0,9000.0,9000.0,0.0,sub_1RuubWKojVEYZPlX9bUa3hDK,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
FSK,IN_HOUSE,fsk.ru,cus_SukrfOn3LY7D1Q,sub_1S5SWNKojVEYZPlXIrTULvwn,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1S5SWNKojVEYZPlXIrTULvwn,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Codeword,IN_HOUSE,codewordagency.com,cus_T18iPTzPdBurVd,sub_1S56QiKojVEYZPlXOr0rLlb5,100.0,1.0,1.0,100.0,100.0,15000.0,15000.0,0.0,sub_1S56QiKojVEYZPlXOr0rLlb5,278,,0.0,eur,month,15000.0,0,pro,14925,199,0.013333333333333334,75.0,0.0,0.0,0.0,0.0,15000
Aroma ,IN_HOUSE,aroma.ch,cus_SohxgiRsX9rsbW,sub_1Rt4uIKojVEYZPlXTskBh15A,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1Rt4uIKojVEYZPlXTskBh15A,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Whale,IN_HOUSE,usewhale.io,cus_Syt0dDpvU1Auug,sub_1S2vNaKojVEYZPlXo9mE2FEv,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1S2vNaKojVEYZPlXo9mE2FEv,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Growth Division ,AGENCY,growth-division.com,cus_SjX132cWoeqLT6,sub_1Ro3yxKojVEYZPlXKrj2DPbP,25.0,1.0,1.0,20.0,25.0,1800.0,2250.0,0.0,sub_1Ro3yxKojVEYZPlXKrj2DPbP,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Minisocial,IN_HOUSE,minisocial.com,cus_SZ4gJZoihzUIN8,sub_1RdwYoKojVEYZPlXFA6ivGRf,25.0,1.0,1.0,9.0,25.0,810.0,2250.0,0.0,sub_1RdwYoKojVEYZPlXFA6ivGRf,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Five Elms,IN_HOUSE,fiveelms.com,cus_T49a1ewvGIfPd9,sub_1SAX2kKojVEYZPlX4cHLfdY8,25.0,1.0,1.0,4.0,25.0,360.0,2250.0,0.0,sub_1SAX2kKojVEYZPlX4cHLfdY8,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
