name,type,domain,stripe_customer_id,stripe_subscription_id,purchased_capacity,orgs_purchased,orgs_count,prompts_count,prompt_limit,credits_usage,credits_capacity,orgs_count_hf,subscription_id,mrr,arr,discount_count,currency,interval,baseline_credits_needed,effective_discount_pct,new_plan,plan_credits,plan_price,credit_price,purchased_credits,extra_credits_granted,extra_credits_granted_10,discount_amount,discount_pct,total_available_credits
Dash ,IN_HOUSE,dash.app,cus_SgWv2WHttz2t8K,sub_1Ry8XPKojVEYZPlXw9uDdRqi,100.0,1.0,1.0,43.0,100.0,3870.0,9000.0,0.0,sub_1Ry8XPKojVEYZPlXw9uDdRqi,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Media Intelligence,AGENCY,mediaintelligence.co.th,cus_T1NnE3XeP9p2kx,sub_1S7ZEHKojVEYZPlXpeydI7FN,100.0,1.0,1.0,11.0,100.0,990.0,9000.0,0.0,sub_1S7ZEHKojVEYZPlXpeydI7FN,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Beyondweb,AGENCY,beyondweb.ch,cus_SVepvnyROw4jdO,sub_1SDiIqKojVEYZPlXT9RtajJw,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SDiIqKojVEYZPlXT9RtajJw,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Omio,IN_HOUSE,omio.com,cus_S6XINjXr7NSAcc,sub_1RQOv5KojVEYZPlXDclEpl8p,100.0,1.0,1.0,62.0,100.0,5580.0,9000.0,0.0,sub_1RQOv5KojVEYZPlXDclEpl8p,169,2029.0,0.0,eur,year,9000.0,0,pro,14925,1990,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,14925
Singularity Digital,AGENCY,singularity.digital,cus_SYjQiugVogSgk5,sub_1RdbxLKojVEYZPlXVLK2HlaB,50.0,2.0,2.0,56.0,100.0,5040.0,9000.0,0.0,sub_1RdbxLKojVEYZPlXVLK2HlaB,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Challenge Accepted,IN_HOUSE,challengeacceptedhq.com,cus_T6jZ4ynCx4OP3f,sub_1SD6k6KojVEYZPlXIaL3pKqx,25.0,1.0,1.0,2.0,25.0,180.0,2250.0,0.0,sub_1SD6k6KojVEYZPlXIaL3pKqx,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Team 503,AGENCY,team-503.com,cus_SesYpoMsv5KkPG,sub_1RjYoCKojVEYZPlXNeRAbRoo,25.0,2.0,2.0,50.0,50.0,4500.0,4500.0,0.0,sub_1RjYoCKojVEYZPlXNeRAbRoo,178,,0.0,usd,month,4500.0,0,intro,2250,89,0.03955555555555555,2250.0,0.0,0.0,0.0,0.0,4500
Lattice Publishing,AGENCY,latticepublishing.com,cus_T9ObXv00cQQmPq,sub_1SD5oFKojVEYZPlX4PZLRl10,50.0,6.0,3.0,50.0,150.0,12000.0,36000.0,0.0,sub_1SD5oFKojVEYZPlX4PZLRl10,400,,0.0,eur,month,36000.0,0,growth,12935,199,0.015384615384615385,13066.299999999997,9998.700000000003,10998.570000000003,0.0,0.0,36000
GenderGP,IN_HOUSE,gendergp.com,cus_Sdl4HjrlGf3Dvd,sub_1RiTYXKojVEYZPlXauJyRS1x,100.0,2.0,2.0,117.0,200.0,10530.0,18000.0,0.0,sub_1RiTYXKojVEYZPlXauJyRS1x,398,,0.0,eur,month,18000.0,0,pro,14925,199,0.013333333333333334,3075.0,0.0,0.0,0.0,0.0,18000
Kicksta,IN_HOUSE,kicksta.co,cus_SmtCGHEUR7glja,sub_1RrJTTKojVEYZPlXtTACfvjK,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1RrJTTKojVEYZPlXtTACfvjK,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Claire Lagoutte Consulting,AGENCY,clairelagoutteconsulting.com,cus_Sp4j5OCtTl4ycy,sub_1SD1w4KojVEYZPlXJzhG9z00,25.0,1.0,1.0,15.0,25.0,1350.0,2250.0,0.0,sub_1SD1w4KojVEYZPlXJzhG9z00,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
MJBLabs,AGENCY,mjblabs.com,cus_Szkvw25iRj1tCY,sub_1S3lQOKojVEYZPlXusT0o0iJ,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1S3lQOKojVEYZPlXusT0o0iJ,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Remazing,AGENCY,remazing.eu,cus_T6jQnjsJcOWcfi,sub_1SAWEsKojVEYZPlXQbzl8cYp,25.0,1.0,1.0,12.0,25.0,1080.0,2250.0,0.0,sub_1SAWEsKojVEYZPlXQbzl8cYp,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
HLC,IN_HOUSE,fue-hlc.com,cus_SqGOZgoXdXHUNf,sub_1RuZtMKojVEYZPlXga2cooHZ,25.0,1.0,1.0,9.0,25.0,810.0,2250.0,0.0,sub_1RuZtMKojVEYZPlXga2cooHZ,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
AEO Sense,AGENCY,aeosense.com,cus_SsCZvNBZBIETre,sub_1RwSApKojVEYZPlXIgA5UzTm,25.0,1.0,1.0,25.0,25.0,5250.0,5250.0,0.0,sub_1RwSApKojVEYZPlXIgA5UzTm,189,,0.0,eur,month,5250.0,0,intro,2250,89,0.03955555555555555,2528.0898876404494,471.91011235955057,519.1011235955057,0.0,0.0,5250
Gentle Dental of New England,IN_HOUSE,gentledental.com,cus_SqZjrsGU6VMWPz,sub_1S8cmZKojVEYZPlXypS7HD2e,100.0,1.0,1.0,63.0,100.0,5670.0,9000.0,0.0,sub_1S8cmZKojVEYZPlXypS7HD2e,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Sapphire Ventures,IN_HOUSE,sapphireventures.com,cus_SOZQO2x8IIL9s1,sub_1RTmHwKojVEYZPlX3JaEHHug,25.0,1.0,1.0,19.0,25.0,1710.0,2250.0,0.0,sub_1RTmHwKojVEYZPlX3JaEHHug,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
running.COACH,IN_HOUSE,runningcoach.me,cus_T9it6y3kg8SbbD,sub_1SIUA1KojVEYZPlXawy9KS20,25.0,1.0,1.0,7.0,25.0,630.0,2250.0,0.0,sub_1SIUA1KojVEYZPlXawy9KS20,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Remitly,IN_HOUSE,remitly.com,cus_SLeIZ0sCif4DP9,sub_1RQxApKojVEYZPlXvyDlwopV,500.0,1.0,1.0,196.0,300.0,17640.0,27000.0,0.0,sub_1RQxApKojVEYZPlXvyDlwopV,400,4800.0,0.0,eur,year,27000.0,0,pro,14925,1990,0.011111111111111112,12075.0,0.0,0.0,0.0,0.0,27000
Profit.co,IN_HOUSE,profit.co,cus_T1pgaYZafXttux,sub_1S5m36KojVEYZPlXvhGgeiPU,100.0,1.0,1.0,25.0,100.0,2250.0,9000.0,0.0,sub_1S5m36KojVEYZPlXvhGgeiPU,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Wolf Factoring,IN_HOUSE,wolf-factoring.de,cus_TA2MfcoOr8yQjh,sub_1SDiMtKojVEYZPlX3FGRjEPM,25.0,1.0,1.0,21.0,25.0,1890.0,2250.0,0.0,sub_1SDiMtKojVEYZPlX3FGRjEPM,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Vsibl,AGENCY,vsibl.io,cus_T7l8ZWPwKuKlRu,sub_1SBVcRKojVEYZPlX0zGNSLpB,80.0,14.0,26.0,276.0,310.0,24840.0,27900.0,0.0,sub_1SBVcRKojVEYZPlX0zGNSLpB,400,,0.0,eur,month,27900.0,0,growth,12935,199,0.015384615384615385,13059.800000000001,1905.199999999999,2095.719999999999,0.0,0.0,27900
Syte,IN_HOUSE,syte-institute.com,cus_Se0jNRuhCUUZVg,sub_1RiiolKojVEYZPlXR3Xp8uNL,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1RiiolKojVEYZPlXR3Xp8uNL,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Spaceshelf,IN_HOUSE,spaceshelf.com,cus_T6fQIirF5TAwmc,sub_1SAS7pKojVEYZPlXolyw2UGh,25.0,1.0,1.0,1.0,25.0,90.0,2250.0,0.0,sub_1SAS7pKojVEYZPlXolyw2UGh,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Operating,IN_HOUSE,operating.app,cus_SwyrJqJUHBUFeH,sub_1S15OHKojVEYZPlXU2Tcnird,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S15OHKojVEYZPlXU2Tcnird,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Sabri,AGENCY,sabri.co.il,cus_Smw0AqaryPbGMG,sub_1RrM8wKojVEYZPlXKoQARUWX,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RrM8wKojVEYZPlXKoQARUWX,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Issanka,AGENCY,issanka.com,cus_T2bFpkbn77vi3D,sub_1S6W4fKojVEYZPlXGSiaJJ7S,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S6W4fKojVEYZPlXGSiaJJ7S,90,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Ziggy,AGENCY,ziggy.agency,cus_SMf4Z6XyCreFgU,sub_1RRvkhKojVEYZPlXV158lVsO,25.0,1.0,1.0,21.0,25.0,1890.0,2250.0,0.0,sub_1RRvkhKojVEYZPlXV158lVsO,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Fitbod,IN_HOUSE,fitbod.me,cus_ShKTowc8jSxe3M,sub_1RmMIFKojVEYZPlXo7SPFWUD,100.0,1.0,1.0,100.0,100.0,9000.0,9000.0,0.0,sub_1RmMIFKojVEYZPlXo7SPFWUD,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
G-Squared Interactive,AGENCY,gsqi.com,cus_SvUGn38UyCeYQ3,sub_1RzdJ6KojVEYZPlXKDZLr7Et,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RzdJ6KojVEYZPlXKDZLr7Et,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Betao,IN_HOUSE,betao.se,cus_SYH3yCf3WKzPd1,sub_1RdAVzKojVEYZPlXPFbq2R7e,100.0,1.0,1.0,97.0,100.0,8730.0,9000.0,0.0,sub_1RdAVzKojVEYZPlXPFbq2R7e,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Vera,IN_HOUSE,veraclinic.net,cus_SpWA58HFjCsqtc,sub_1S512vKojVEYZPlXujjUQ7DT,100.0,1.0,1.0,66.0,100.0,5940.0,9000.0,0.0,sub_1S512vKojVEYZPlXujjUQ7DT,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
koller.team GmbH,IN_HOUSE,koller.team,cus_T2DhsApNVQEaTa,sub_1SI8WvKojVEYZPlXaKch2kjK,25.0,1.0,1.0,23.0,25.0,2070.0,2250.0,0.0,sub_1SI8WvKojVEYZPlXaKch2kjK,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Mentor,IN_HOUSE,mentorgroup.com,cus_TA0bhb5oGp9fYZ,sub_1SDggSKojVEYZPlXLktci05Y,100.0,1.0,1.0,73.0,100.0,13140.0,18000.0,0.0,sub_1SDggSKojVEYZPlXLktci05Y,199,,0.0,eur,month,18000.0,0,pro,14925,199,0.013333333333333334,0.0,3075.0,3382.5000000000005,0.0,0.0,18000
SEOschmiede,AGENCY,seoschmiede.at,cus_T9IrAzN3QlNnYZ,sub_1SD0IIKojVEYZPlXQ59itD0r,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SD0IIKojVEYZPlXQ59itD0r,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Dirk Schornstein Consulting,AGENCY,dirkschornstein.de,cus_ScLgIhupVx24jG,sub_1S8KFpKojVEYZPlX4lXcwXyH,25.0,1.0,1.0,23.0,25.0,2070.0,2250.0,0.0,sub_1S8KFpKojVEYZPlX4lXcwXyH,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
LeadsPlease,AGENCY,leadsplease.com,cus_Sxay18N4acFAEc,sub_1S1itPKojVEYZPlXRhxHSx5U,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1S1itPKojVEYZPlXRhxHSx5U,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Zooka,AGENCY,zooka.fr,cus_Sdr5vtKotfxlw3,sub_1RolCqKojVEYZPlXir4W1udi,25.0,12.0,4.0,88.0,100.0,7920.0,9000.0,0.0,sub_1RolCqKojVEYZPlXir4W1udi,400,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Searchable ,AGENCY,besearchable.io,cus_SdVFt77Mqx24KI,sub_1Rl7tJKojVEYZPlXdrqMC6aq,50.0,2.0,2.0,100.0,100.0,9000.0,9000.0,0.0,sub_1Rl7tJKojVEYZPlXdrqMC6aq,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Hoxhunt,IN_HOUSE,hoxhunt.com,cus_SrH8bGS01mHGop,sub_1SFeIYKojVEYZPlXbCbE8Ron,100.0,1.0,1.0,89.0,100.0,8010.0,9000.0,0.0,sub_1SFeIYKojVEYZPlXbCbE8Ron,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Airalo,IN_HOUSE,airalo.com,cus_T94VSMeWEi0aL2,sub_1SCmNyKojVEYZPlXBLheXlC4,25.0,1.0,1.0,28.0,25.0,2520.0,2250.0,0.0,sub_1SCmNyKojVEYZPlXBLheXlC4,89,,0.0,eur,month,2520.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Innova Energie,IN_HOUSE,innovaenergie.nl,cus_Sjs8FF6zcXQETe,sub_1RoOR8KojVEYZPlXJ4fd4mtt,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RoOR8KojVEYZPlXJ4fd4mtt,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Stryde,AGENCY,stryde.com,cus_SVlXTc63q55mQ6,sub_1Rak0wKojVEYZPlXRW2HQJdk,100.0,1.0,1.0,74.0,100.0,6660.0,9000.0,0.0,sub_1Rak0wKojVEYZPlXRW2HQJdk,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Terratern,IN_HOUSE,terratern.com,cus_TBWOfDpZXKUh4N,sub_1SFAKHKojVEYZPlXuBGjZzUz,25.0,1.0,1.0,4.0,25.0,360.0,2250.0,0.0,sub_1SFAKHKojVEYZPlXuBGjZzUz,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
dilate,AGENCY,dilate.com.au,cus_SO4ETkM4c6JES2,sub_1RTI6MKojVEYZPlXhi9pf8N5,75.0,3.0,3.0,120.0,125.0,10800.0,11250.0,0.0,sub_1RTI6MKojVEYZPlXhi9pf8N5,288,,0.0,eur,month,11250.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Intrepid Digital ,AGENCY,intrepidonline.com,cus_TBhfJq9RCuNGB7,sub_1SFKGfKojVEYZPlX0GcclILV,300.0,1.0,3.0,102.0,500.0,9180.0,45000.0,0.0,sub_1SFKGfKojVEYZPlX0GcclILV,499,,0.0,eur,month,45000.0,0,scale,37425,499,0.013333333333333334,0.0,7575.0,8332.5,0.0,0.0,45000
Balderton,IN_HOUSE,balderton.com,cus_T6MRbYZfAnR64D,sub_1SA9jUKojVEYZPlX8XVDMpz5,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SA9jUKojVEYZPlX8XVDMpz5,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Frontegg,IN_HOUSE,frontegg.com,cus_SZnywcClP2kZjm,sub_1ReeMTKojVEYZPlX8Mc5X4Ed,25.0,1.0,1.0,25.0,25.0,3000.0,3000.0,0.0,sub_1ReeMTKojVEYZPlX8Mc5X4Ed,112,,0.0,usd,month,3000.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Settle,IN_HOUSE,settle.com,cus_T7sXGmL4Qbq2h6,sub_1SBcoBKojVEYZPlXntAvfubz,50.0,2.0,2.0,58.0,100.0,5220.0,9000.0,0.0,sub_1SBcoBKojVEYZPlXntAvfubz,199,,0.0,usd,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Marks Uhren ,IN_HOUSE,marks-uhren.de,cus_T2Z0OMea5MbSSX,sub_1S6U6SKojVEYZPlX0Z3PKm52,25.0,1.0,1.0,22.0,25.0,1980.0,2250.0,0.0,sub_1S6U6SKojVEYZPlX0Z3PKm52,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
liveconscious,IN_HOUSE,weliveconscious.com,cus_Slu2eIuLdIjiV6,sub_1RqMEuKojVEYZPlXneZ3a1dn,25.0,1.0,1.0,0.0,25.0,0.0,2250.0,0.0,sub_1RqMEuKojVEYZPlXneZ3a1dn,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Bare,IN_HOUSE,bare.com.au,cus_SrYEljZXrCwh9i,sub_1RvpBJKojVEYZPlXmSXLnYcv,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RvpBJKojVEYZPlXmSXLnYcv,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
shopify,IN_HOUSE,shopify.com,cus_Sk6iSXnYMX2VU0,sub_1RocVKKojVEYZPlXk8MwfnT4,25.0,1.0,1.0,11.0,25.0,990.0,2250.0,0.0,sub_1RocVKKojVEYZPlXk8MwfnT4,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
PFH,IN_HOUSE,pfh.de,cus_T2Zk0Z2lssYfHd,sub_1S7WXiKojVEYZPlXJlTjsumO,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S7WXiKojVEYZPlXJlTjsumO,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Text In Church,IN_HOUSE,textinchurch.com,cus_SrkfEpKt970hj0,sub_1Rw1AtKojVEYZPlXP5kOzB0L,25.0,1.0,1.0,8.0,25.0,720.0,2250.0,0.0,sub_1Rw1AtKojVEYZPlXP5kOzB0L,77,919.0,0.0,eur,year,2250.0,0,starter,3560,890,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,3560
M+R,AGENCY,mrss.com,cus_SgeJ5cXYZpZLH0,sub_1RlH1UKojVEYZPlXjHXfYo1L,50.0,2.0,2.0,51.0,100.0,4590.0,9000.0,0.0,sub_1RlH1UKojVEYZPlXjHXfYo1L,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
agencia eleven,AGENCY,agenciaeleven.com,cus_SX8O2cbt9TyeVQ,sub_1Rc47vKojVEYZPlXj0DExSK6,125.0,5.0,5.0,168.0,350.0,15120.0,31500.0,0.0,sub_1Rc47vKojVEYZPlXj0DExSK6,560,,0.0,eur,month,31500.0,0,scale,37425,499,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,37425
Plakos,IN_HOUSE,plakos-akademie.de,cus_SFvOZo63CgjMTO,sub_1RNuxBKojVEYZPlXVp5v2RaM,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RNuxBKojVEYZPlXVp5v2RaM,90,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Flexprice,IN_HOUSE,flexprice.io,cus_SeLreBBq7FEQuR,sub_1SFtdmKojVEYZPlXovxA5YLl,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SFtdmKojVEYZPlXovxA5YLl,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Prowly,IN_HOUSE,prowly.com,cus_Sf0pPdbnNbHwTL,sub_1RoI06KojVEYZPlXlR7Kp6wP,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RoI06KojVEYZPlXlR7Kp6wP,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
